1000 100000
245	226	23
195	461	-10
186	9	-14
932	125	10
397	41	3
336	79	11
419	499	30
855	138	5
241	641	21
103	830	28
675	193	12
401	142	27
706	4	9
947	822	14
271	151	-7
614	866	41
72	317	45
920	834	34
963	875	0
46	892	6
701	465	-6
574	456	42
209	349	-5
67	951	0
284	200	-19
474	665	39
780	117	11
473	500	49
569	866	44
952	112	-2
930	334	39
8	489	-17
346	572	41
732	967	45
129	486	-5
518	469	9
143	197	42
907	449	-14
289	485	18
935	95	-16
548	413	39
252	177	3
51	466	46
521	152	38
38	200	19
472	580	20
878	194	43
637	953	49
557	508	7
538	451	16
330	301	-5
6	370	-15
272	53	13
338	84	40
801	962	21
100	207	23
63	455	29
415	604	-3
775	280	47
920	819	-16
282	72	47
17	83	26
142	148	23
680	599	11
339	45	31
450	588	-14
970	33	46
947	529	-3
181	540	8
125	188	-5
625	292	37
419	130	47
914	275	26
293	427	0
654	279	9
511	174	20
691	820	42
423	980	2
785	551	10
195	225	47
383	673	2
223	507	-7
853	993	-7
42	315	21
580	635	30
203	576	-10
851	571	28
918	220	30
601	777	-10
2	676	25
879	135	12
391	853	-18
952	813	41
653	953	24
915	893	19
514	432	-8
841	690	33
449	303	6
757	963	23
328	606	19
845	439	-20
313	496	20
449	894	15
706	424	-10
273	70	27
527	726	-20
548	393	-3
113	674	-9
447	317	30
647	664	-13
66	362	46
268	163	31
697	349	35
956	229	50
13	619	-16
662	326	-12
634	928	13
478	132	-3
983	70	-20
807	65	-7
660	341	-17
108	482	47
750	664	14
202	115	43
326	660	37
141	70	29
628	215	-16
931	66	42
497	418	46
621	858	-19
942	921	28
22	287	6
427	681	24
375	678	-17
337	658	19
37	163	-3
683	844	26
400	530	8
644	667	48
393	749	-1
949	78	33
851	307	48
522	408	27
84	229	15
852	223	-2
255	767	-13
904	91	-15
106	59	24
596	784	-4
226	696	-16
196	241	19
550	151	7
632	85	4
855	77	11
376	158	2
836	927	25
968	971	-13
757	957	17
147	437	23
445	31	33
238	323	-15
537	178	45
479	673	7
522	818	4
910	36	0
38	950	35
60	769	12
346	840	32
948	171	40
452	903	41
654	833	36
486	729	26
351	725	13
477	635	-15
267	344	4
353	393	28
371	273	46
435	104	23
499	776	-2
876	310	49
510	540	26
77	954	18
566	150	-15
100	398	-14
245	143	10
916	154	-11
932	126	17
860	269	15
648	587	-6
788	490	8
768	555	0
135	428	7
392	866	-1
433	930	23
340	117	12
346	891	-20
70	762	45
24	480	24
574	925	48
525	419	-19
65	616	-7
509	839	38
209	388	33
930	638	30
496	684	26
825	694	48
899	532	5
601	31	49
610	193	30
370	630	21
773	541	42
999	541	-13
981	996	41
452	364	8
400	429	15
651	320	22
768	453	-1
43	164	11
925	171	31
946	516	34
357	753	-14
26	117	-11
967	228	45
568	607	37
782	319	-8
878	106	2
924	902	43
534	731	43
399	668	18
606	257	36
558	71	13
195	430	25
29	4	10
877	419	22
965	453	15
136	592	-10
231	681	-2
491	707	16
644	392	9
775	9	0
533	733	44
135	226	24
131	59	1
921	189	-20
841	485	6
24	847	-10
557	662	48
545	68	38
624	514	-3
466	157	38
528	414	26
646	174	-5
463	373	43
193	466	37
992	397	4
736	463	32
123	317	33
954	835	9
590	559	-3
620	549	6
20	429	-13
141	742	16
606	488	-20
940	323	22
935	427	42
867	453	41
709	225	44
736	476	-14
542	311	47
653	59	31
154	266	0
973	76	22
493	724	25
726	847	-17
279	45	14
82	681	0
962	545	3
600	171	-13
885	226	26
449	220	-8
718	180	2
911	5	-4
726	913	27
946	31	-20
290	375	29
44	48	20
109	958	-19
987	284	5
37	901	48
192	528	31
883	672	-12
992	86	42
655	871	-13
898	249	2
237	864	1
243	696	43
898	267	49
830	39	32
305	819	5
829	79	-11
239	224	35
351	922	42
419	45	20
388	448	-16
526	342	48
307	829	44
654	193	14
951	849	-3
253	379	1
217	304	2
52	649	45
280	292	-15
358	992	-7
323	674	36
449	765	-11
285	946	-15
670	390	43
294	379	5
652	916	14
552	547	19
471	12	-7
25	540	37
935	860	-3
784	763	7
82	164	9
753	436	-16
861	264	36
172	279	42
741	555	38
159	78	22
583	21	10
944	617	12
862	524	23
634	297	-1
646	894	41
72	446	44
158	570	48
381	993	20
772	942	6
300	700	-15
225	190	0
601	131	24
22	495	43
874	910	3
520	229	-19
802	145	38
540	72	-9
549	867	13
497	638	-11
699	887	17
758	963	-8
136	978	19
238	942	2
28	153	3
49	927	30
499	721	32
424	456	3
496	127	7
643	225	16
364	206	45
854	156	47
902	179	30
488	705	14
282	413	0
316	1000	38
307	197	43
594	722	-10
59	892	11
682	914	-2
884	481	18
844	27	-9
620	220	39
553	759	49
948	900	-5
859	18	45
951	222	-17
252	630	44
486	288	24
148	774	29
237	794	10
23	456	3
835	392	42
901	152	18
445	127	1
22	617	49
871	762	24
510	696	33
457	599	-1
88	642	39
581	858	-11
174	333	22
626	272	18
346	828	46
120	674	-20
693	535	41
886	120	21
529	177	-3
781	206	49
684	599	-17
318	687	34
354	559	45
604	394	16
909	293	17
952	532	28
167	974	35
881	562	41
381	471	33
963	208	38
382	659	-17
176	742	-2
511	206	50
246	416	7
721	703	27
400	769	13
601	969	18
56	469	14
442	530	11
781	822	-12
718	198	9
929	79	-10
293	7	-18
463	715	23
325	599	-12
586	130	20
371	753	47
924	439	9
939	413	29
867	354	50
580	325	-15
809	159	48
253	902	42
332	206	28
728	514	-19
436	529	26
839	800	-15
561	98	5
717	741	26
824	995	4
896	865	-4
841	837	5
524	127	-16
687	89	-12
875	613	-16
837	321	44
523	441	35
626	266	45
996	393	17
187	800	38
639	755	-16
372	431	19
741	301	14
263	322	5
859	908	26
450	768	26
932	131	-19
359	659	39
136	276	-11
948	221	32
699	92	17
318	730	-15
497	152	-11
184	547	41
382	432	49
255	767	33
196	375	15
49	833	34
350	806	-19
707	98	50
376	242	34
698	279	7
472	393	48
828	292	43
854	902	16
959	974	35
265	679	9
854	760	34
414	341	-10
976	259	12
920	271	5
570	228	30
203	55	-10
794	420	45
263	564	-17
406	110	-6
373	452	-2
511	164	27
841	761	44
901	747	24
682	471	34
610	252	15
808	506	-8
400	75	15
222	812	11
511	509	8
2	201	24
839	767	-20
90	137	10
882	806	4
866	428	47
238	378	41
462	79	0
836	860	14
715	426	-11
670	804	42
198	413	23
621	542	25
531	632	11
161	609	22
946	731	40
579	160	-7
469	857	47
844	174	25
75	458	-12
654	377	-12
239	275	16
984	834	22
91	295	-19
70	83	26
801	606	30
436	532	50
538	658	-10
491	991	-2
322	122	-16
798	730	-20
24	397	33
773	330	46
911	573	27
676	409	36
751	759	31
204	432	-20
614	619	12
736	6	19
879	594	37
557	510	25
314	739	-6
876	590	-8
69	428	11
910	276	-6
557	11	-3
763	299	1
723	235	-20
454	733	43
216	648	-5
65	79	45
962	131	22
272	76	6
41	258	39
940	143	-3
328	627	8
425	635	43
271	685	15
243	329	48
467	457	33
247	747	11
294	913	41
952	725	12
581	724	36
59	275	-7
693	394	10
373	86	4
264	630	0
918	216	36
930	366	-7
837	584	10
237	895	15
593	37	-4
205	584	11
354	767	48
912	558	-11
658	57	41
270	477	-20
703	664	1
403	352	-7
618	252	9
736	263	5
580	644	28
90	446	15
650	428	35
442	524	1
586	708	22
751	912	32
896	573	20
657	703	-14
538	362	-19
357	888	36
205	995	31
595	406	-1
403	106	48
574	291	25
737	277	29
440	729	42
773	858	-12
837	671	23
726	469	44
795	114	2
308	848	-2
728	556	34
331	78	28
682	168	3
598	113	-9
854	374	42
194	937	-9
301	609	14
910	225	-18
333	394	29
878	123	39
646	979	1
846	986	26
110	789	30
775	80	-17
679	828	-4
187	424	34
732	785	-10
247	669	1
507	721	12
106	630	3
573	539	13
739	48	12
106	952	27
164	275	40
936	372	4
647	324	8
63	278	-6
268	481	27
845	909	44
110	720	15
819	116	5
783	185	27
35	724	-20
701	582	19
61	438	30
108	939	-5
719	96	40
825	617	49
718	558	31
433	563	-5
557	665	39
400	689	-4
621	347	-9
853	269	27
853	481	50
253	477	16
255	992	-7
913	700	10
125	990	-5
81	161	27
591	474	16
119	812	-1
702	298	42
444	659	20
488	103	-15
571	699	23
337	182	39
77	24	8
670	178	-16
607	564	-6
381	668	3
682	746	23
359	835	15
380	589	-20
78	547	13
824	526	48
641	712	-14
490	126	38
721	456	50
210	12	-9
816	866	-7
20	377	48
639	304	-13
30	279	33
686	664	24
183	122	35
793	835	-13
932	94	-2
422	987	20
651	486	24
604	297	6
634	436	5
860	617	33
713	752	46
355	679	4
960	79	47
675	246	8
599	923	41
454	894	29
750	794	41
910	441	17
580	789	49
331	712	50
416	724	30
587	10	10
470	324	40
309	162	-8
169	301	7
420	83	6
797	413	-10
452	565	-12
727	466	32
313	439	13
96	320	4
110	645	37
797	908	13
319	70	-16
373	708	3
475	664	15
557	44	36
694	324	13
356	774	2
854	799	41
598	292	-15
640	282	35
346	95	33
643	252	8
566	193	-3
968	543	7
334	21	-1
931	998	16
619	979	-6
656	384	6
192	141	22
735	997	-10
209	812	-6
128	161	41
387	607	31
387	201	45
23	954	2
694	407	32
363	412	22
321	82	40
920	363	23
263	4	14
290	598	11
686	285	36
871	521	6
920	152	36
918	950	21
652	922	11
63	161	9
381	810	14
448	559	-13
334	980	18
305	565	5
869	100	-5
970	982	-10
533	986	-6
329	615	26
387	623	-8
613	423	1
951	292	-7
861	864	-20
678	535	4
470	711	16
936	384	34
539	375	22
213	140	39
28	370	34
757	888	10
150	887	26
219	612	10
319	968	20
928	976	35
708	437	-7
428	516	37
494	826	25
960	820	13
607	506	-1
627	16	35
116	978	8
949	880	-11
763	957	27
245	591	-16
347	982	37
449	361	-7
772	24	2
325	187	35
553	736	38
433	408	17
472	467	35
783	656	-4
915	277	-15
293	66	43
723	325	-14
459	691	-9
151	26	-3
46	560	2
92	3	10
529	207	49
351	701	-2
876	781	31
376	952	22
501	121	19
414	179	43
76	674	16
136	984	9
668	953	35
575	118	-9
367	735	25
940	978	12
535	386	22
885	473	3
298	481	5
736	415	25
968	900	45
276	286	18
688	364	19
349	229	46
795	432	-19
109	418	-6
971	91	29
588	120	3
201	304	-8
569	295	21
841	941	50
563	16	28
690	712	4
548	65	27
948	666	50
766	105	35
128	261	16
825	301	35
58	211	-20
756	469	-9
552	779	17
1000	749	34
158	446	28
459	646	46
337	27	5
775	148	33
282	702	22
154	127	39
718	43	-18
492	795	9
736	466	43
724	555	17
812	779	28
26	9	3
713	741	4
938	786	45
67	152	38
293	541	24
203	931	-19
520	788	28
818	999	5
945	37	38
411	288	-13
180	865	-13
492	403	44
873	794	35
495	389	-20
836	703	50
419	437	1
76	105	43
290	750	15
604	195	21
358	771	0
907	179	27
701	974	40
696	73	47
566	457	24
836	220	9
796	585	47
240	697	-16
733	728	-17
996	246	-15
550	917	45
232	177	36
462	488	8
450	230	14
134	982	34
367	769	47
210	624	0
517	893	-1
405	897	10
997	979	13
911	72	33
159	887	25
981	610	42
35	171	47
831	589	-20
557	66	-12
175	612	14
802	535	1
825	861	12
11	298	37
316	118	21
613	94	-7
145	254	23
739	475	39
67	1	41
75	677	29
110	638	-4
225	269	9
838	323	-1
290	764	29
380	489	-19
234	556	9
841	142	19
148	603	45
792	519	17
618	410	50
405	228	14
59	639	-16
534	61	31
963	971	12
62	124	-15
358	399	43
203	297	-20
55	299	-16
554	556	28
781	96	7
924	432	-8
267	366	45
128	71	29
209	965	20
876	762	-17
844	184	9
355	156	18
673	24	36
203	383	25
682	747	50
526	254	40
966	943	21
701	921	-20
598	428	-5
963	18	41
877	127	-1
157	822	47
637	761	25
638	720	6
893	277	-15
634	462	16
401	73	24
2	336	33
100	937	4
475	587	15
309	985	3
121	266	23
640	429	-5
221	424	49
981	122	-13
327	857	5
719	269	16
874	683	43
307	524	14
994	699	34
281	210	-18
831	711	42
787	950	32
972	116	45
469	259	43
838	102	42
522	498	-5
374	301	42
512	390	-12
945	692	39
860	269	5
538	768	39
536	390	-17
328	214	38
751	913	-19
224	168	-15
440	322	41
634	739	-16
573	579	15
613	575	5
956	616	18
77	700	27
638	648	50
246	759	-15
821	551	14
593	428	45
165	27	-17
452	261	46
618	55	-13
196	775	-16
481	206	17
476	222	10
384	365	29
147	523	-9
595	339	15
596	175	-14
638	277	6
881	65	32
441	126	10
696	404	17
365	94	34
166	902	-18
563	101	10
352	412	1
373	867	47
564	45	-15
434	347	-11
376	764	-19
384	527	35
142	165	12
65	386	18
23	997	50
243	925	45
470	88	11
549	798	46
315	224	-4
452	143	33
746	182	43
899	947	-4
841	764	23
345	528	-2
490	927	-1
716	62	14
995	630	-3
373	560	40
136	7	50
919	700	3
561	399	-11
127	259	40
265	412	-16
196	591	15
270	691	22
422	808	-14
264	390	-7
976	189	37
844	35	33
566	866	48
49	768	30
319	638	2
527	912	38
71	261	1
137	296	26
356	762	42
172	242	32
801	542	12
740	343	13
550	969	-18
501	925	15
386	120	32
290	5	44
159	247	25
874	157	4
572	999	0
190	725	-6
197	112	32
904	165	-15
717	220	49
144	619	25
321	291	32
709	591	46
996	880	16
684	516	-20
399	506	-3
187	720	19
423	310	20
836	226	12
726	193	8
237	726	7
781	393	50
334	677	38
702	438	37
913	98	-10
376	864	50
182	847	45
602	118	36
945	190	16
439	954	22
963	299	2
60	216	-13
247	488	-11
336	200	-19
525	19	-6
606	764	45
290	897	2
238	555	9
939	537	25
143	160	18
113	179	3
369	132	45
314	9	27
170	524	-13
974	822	10
758	398	-5
340	75	43
614	240	-1
683	176	37
102	594	3
61	798	-10
590	87	-20
670	756	-19
439	707	-19
642	410	16
816	299	47
622	555	18
571	532	8
737	266	-17
676	834	0
342	354	5
121	7	-20
606	984	24
563	312	31
205	698	36
56	939	0
364	299	50
678	244	-13
90	955	34
234	722	-16
627	957	3
814	779	8
463	187	-1
176	76	50
750	743	14
192	275	44
408	756	3
940	877	20
510	181	42
531	364	-4
347	612	1
335	190	0
991	98	1
810	171	35
715	174	33
476	289	5
656	187	-15
77	960	4
926	703	-6
198	608	-5
238	315	12
879	857	-11
49	565	50
308	778	35
816	285	44
875	224	-5
90	954	35
217	326	14
647	769	-15
680	249	26
442	428	28
265	107	48
215	418	36
170	853	48
856	847	45
795	366	43
706	997	25
157	122	40
155	916	29
257	720	34
267	658	23
102	329	40
505	904	39
435	800	35
21	722	14
446	277	11
784	617	6
875	436	3
308	111	-5
757	519	-4
23	87	-16
548	117	47
347	518	17
900	266	43
337	901	6
82	312	-8
282	430	-20
851	542	11
718	796	27
571	635	45
712	295	9
557	674	-12
40	925	12
850	236	15
494	912	45
730	12	22
534	421	34
691	118	10
396	564	22
92	114	-16
528	848	32
499	45	-16
387	124	42
606	335	-8
917	494	12
614	746	14
423	112	6
363	547	-7
788	371	47
446	207	40
983	390	-18
647	516	-2
782	721	34
577	529	20
209	973	47
577	531	50
138	649	39
186	394	-10
758	738	-1
524	484	49
963	959	6
604	140	48
509	771	49
195	677	24
626	172	31
8	570	34
713	751	7
285	700	48
735	221	-14
918	18	16
376	982	1
915	425	31
285	195	46
657	365	5
370	674	24
740	799	39
325	153	13
704	95	42
510	79	0
305	691	-12
942	748	8
500	85	0
210	724	13
284	822	14
751	154	17
60	968	41
693	420	3
320	898	44
566	326	22
938	221	-9
644	769	-9
309	114	0
462	52	38
2	532	6
528	587	-17
86	78	5
474	153	18
715	239	-1
841	341	23
307	522	-15
25	592	9
220	423	46
70	749	12
867	691	23
316	830	49
797	770	23
784	847	10
345	761	49
361	832	12
618	154	-13
973	216	22
862	770	-16
367	549	8
271	126	46
135	943	28
136	623	-2
856	335	42
452	380	26
57	619	-10
504	127	41
829	94	18
846	128	37
574	699	-15
319	96	10
931	468	-17
319	516	4
723	949	7
81	160	25
201	268	31
172	364	50
32	729	12
8	321	26
108	669	44
209	911	-8
805	584	-11
56	849	15
497	66	21
357	218	28
158	365	27
494	411	12
181	303	-17
130	700	-11
352	441	9
196	245	31
614	813	17
750	849	3
686	398	1
97	48	-7
782	483	17
387	71	50
661	204	-9
46	559	-1
550	473	21
319	394	4
460	199	-4
809	680	25
795	669	24
134	937	36
698	370	33
143	749	39
381	207	11
241	475	-20
434	857	30
489	418	36
52	762	40
85	584	43
326	252	13
675	873	13
455	222	2
816	881	-19
494	41	-15
844	191	19
410	690	-14
514	487	48
479	667	3
42	930	36
305	921	21
131	426	38
680	143	12
444	812	4
580	729	15
97	729	-14
327	562	35
705	734	1
550	409	-8
238	382	-7
192	117	-18
633	685	44
55	70	-19
945	81	-7
216	93	12
589	551	-8
74	933	26
471	772	32
661	93	2
856	770	-11
938	995	29
860	213	46
935	176	12
936	227	40
795	52	-6
496	234	-18
686	265	46
125	991	3
825	753	46
583	829	3
987	395	-10
397	416	-1
527	559	22
275	296	34
528	98	-10
280	700	5
318	483	25
102	516	21
352	265	35
262	595	3
739	168	-12
227	153	27
22	150	46
40	337	40
493	546	5
343	438	-15
647	638	-11
673	447	7
390	409	-3
828	982	24
716	369	33
97	617	26
629	491	30
42	3	41
114	378	18
350	731	29
827	310	41
194	48	-7
123	432	45
42	611	36
656	202	-10
181	792	26
320	88	44
757	699	-19
814	926	39
42	360	8
956	250	36
782	591	3
262	638	27
28	500	11
640	957	17
319	60	2
837	519	1
628	948	12
841	703	29
345	199	21
869	247	15
100	324	50
626	111	2
253	581	18
653	397	-11
107	722	-19
873	427	20
732	350	-12
683	178	38
281	114	39
977	165	22
292	820	21
442	961	32
647	291	-15
309	77	48
935	281	-12
238	254	14
807	164	-12
916	409	22
544	710	36
549	301	-9
550	432	18
735	853	-5
248	468	41
285	551	12
935	798	-15
752	913	14
148	275	37
150	556	27
102	144	42
196	349	-7
113	570	41
494	437	29
887	362	-15
559	672	50
249	541	22
30	359	-15
662	177	29
526	750	-2
920	541	25
454	467	1
46	808	23
465	767	38
242	259	33
841	625	27
885	11	-15
629	860	13
851	947	9
590	85	-11
683	748	-8
492	8	-17
347	316	25
984	648	22
335	16	1
874	859	2
595	487	-2
790	98	47
994	690	14
899	36	35
679	604	21
891	929	-20
483	69	30
631	714	49
223	636	-7
595	41	0
293	27	38
525	726	4
61	315	-2
383	600	-5
497	903	25
896	365	43
515	893	42
787	647	49
727	827	17
522	514	-7
629	213	48
313	611	12
745	699	44
387	795	11
432	31	11
184	544	9
625	47	0
790	947	33
242	955	20
493	311	49
377	843	1
60	891	-2
693	195	7
788	667	27
15	142	24
519	176	26
531	85	30
785	124	23
867	947	41
347	91	23
831	153	40
157	220	6
433	528	4
859	672	-1
314	961	34
621	700	-2
791	4	29
699	317	4
186	926	48
49	588	8
345	56	7
154	370	27
415	172	43
856	325	-7
529	965	45
162	416	8
634	487	48
664	847	3
515	884	38
596	718	-2
352	645	15
313	552	20
165	132	24
493	474	38
869	749	-9
902	508	42
538	806	24
319	170	43
241	789	4
870	465	33
888	616	-9
667	264	50
491	225	16
131	379	7
196	705	24
620	604	-18
203	561	17
633	624	-1
815	21	36
612	808	28
967	279	-3
687	608	26
687	111	-11
95	725	21
926	587	-13
600	482	43
591	124	2
347	884	-16
497	408	6
685	286	17
388	734	-1
977	869	0
412	142	17
817	812	17
773	383	49
13	184	44
739	632	-5
510	358	48
746	164	7
412	939	40
181	892	34
913	468	8
395	630	-16
346	57	0
60	867	34
695	36	-19
597	307	3
473	960	-1
193	842	-2
618	24	47
265	500	9
998	941	50
747	562	-16
49	237	-16
412	141	22
751	560	20
211	21	-16
158	957	39
381	303	-13
450	73	0
192	560	30
46	516	-7
350	881	31
809	142	21
545	559	34
363	544	27
63	783	9
538	315	35
651	84	31
415	984	9
553	932	-17
685	32	-9
372	556	47
44	178	41
32	946	21
534	491	30
429	74	34
810	786	31
967	632	9
474	132	-4
534	1000	-13
634	691	16
967	194	-2
67	392	43
419	529	1
314	614	41
320	334	22
927	975	25
977	892	7
125	105	45
201	756	48
151	126	31
734	889	16
146	674	30
218	118	47
351	32	17
201	159	8
715	576	33
920	76	-9
227	850	43
436	894	20
853	787	40
63	121	4
239	19	38
358	398	26
183	336	-6
653	922	33
693	284	18
992	815	1
43	277	-8
314	394	46
999	191	33
581	62	2
968	247	-6
634	170	12
444	361	41
561	195	2
798	128	14
965	761	-20
598	347	20
726	115	-16
109	691	-1
773	512	-8
451	523	-8
271	318	0
821	124	35
122	394	24
809	42	-19
625	287	36
610	573	39
181	884	-14
243	469	20
733	52	14
399	647	-3
780	927	-17
434	59	34
444	755	42
134	12	32
867	760	32
878	279	28
810	498	48
245	846	10
750	377	40
326	41	48
522	180	45
473	815	36
479	163	46
246	662	38
52	738	34
163	887	39
278	621	38
335	481	-2
812	336	7
713	316	36
824	813	-2
753	778	1
44	156	50
859	240	-2
546	283	-8
682	887	44
368	70	-19
215	279	49
462	73	0
870	392	9
646	211	35
370	762	29
342	465	36
793	160	8
995	125	41
668	258	45
626	646	15
652	733	8
838	392	-7
852	231	8
922	551	27
63	61	13
579	394	17
387	5	28
876	677	23
666	68	48
819	491	37
971	252	0
656	279	19
862	460	0
941	799	29
459	918	2
593	879	8
372	71	-13
302	906	37
442	575	20
357	600	-19
776	889	38
440	200	40
23	342	-20
869	126	-15
552	144	9
522	963	0
930	375	-11
957	834	-5
597	52	45
199	516	34
718	118	-19
509	831	39
201	312	27
780	813	-7
129	491	19
412	191	44
824	254	-3
862	876	-2
945	536	-19
987	535	5
732	643	34
824	382	24
313	9	7
263	839	16
426	299	-16
629	794	22
781	780	12
655	346	-17
685	980	36
439	334	-17
145	354	38
602	457	20
262	753	-19
859	832	-3
549	796	25
477	759	9
131	178	-8
651	139	29
85	624	7
985	275	-2
899	851	39
983	128	38
828	227	-3
28	774	44
421	92	35
675	47	20
552	749	29
701	975	36
936	784	-1
354	222	-10
646	708	-3
920	371	39
212	394	23
518	52	14
281	148	-8
855	544	35
282	932	49
896	204	50
945	273	15
364	760	38
866	950	29
557	240	44
212	497	15
958	749	31
779	362	45
521	475	36
218	118	35
169	180	-11
940	41	47
314	255	-7
135	539	49
574	264	44
931	397	-6
521	847	28
490	706	32
345	483	-17
649	541	46
928	754	-9
91	438	-6
883	365	35
873	650	42
52	389	-19
319	876	21
769	902	-1
302	895	4
685	523	-4
662	469	-17
809	100	46
882	878	44
368	258	14
154	45	3
308	288	-5
285	941	39
675	737	-15
185	507	45
675	76	41
544	349	9
353	100	24
332	887	24
605	858	37
215	225	16
638	189	6
460	573	-17
989	129	13
683	897	23
633	369	10
919	288	-13
597	327	41
846	284	41
421	950	12
940	153	8
819	761	8
605	147	43
981	561	45
899	680	-14
599	609	23
170	881	20
709	150	-9
327	989	23
358	38	49
40	914	0
380	778	41
577	632	3
328	559	-19
733	842	41
30	552	38
85	149	28
685	925	-16
320	101	1
72	535	10
454	5	16
869	213	15
953	299	42
732	640	7
676	36	29
886	35	-14
958	953	-19
512	854	46
566	807	45
512	546	42
307	628	17
133	224	-18
752	409	7
253	47	7
96	711	43
181	999	6
234	523	25
225	430	-3
313	948	-20
927	731	44
410	672	28
396	482	-20
966	685	12
917	10	36
528	56	7
983	156	47
823	389	-5
61	798	38
654	893	46
851	257	-10
990	840	-19
494	184	6
788	205	34
494	523	8
771	248	-4
717	632	-19
594	66	11
470	510	24
37	417	-13
597	377	1
850	942	45
52	441	49
396	508	13
444	377	41
468	140	-6
273	865	16
753	700	-5
825	145	39
638	344	-18
394	12	-9
331	518	33
26	658	41
137	121	-8
754	635	39
723	608	41
787	103	10
275	390	4
831	210	32
293	346	-17
209	786	-4
334	342	-4
507	456	46
146	380	42
804	923	11
80	101	32
984	599	-11
836	167	7
146	116	35
888	428	24
109	820	23
896	530	-8
498	429	23
168	298	4
659	776	-1
624	277	13
433	650	50
754	250	-6
391	913	-15
526	261	-16
682	267	26
308	999	19
44	958	27
874	139	48
831	312	-18
73	729	-20
475	720	-14
759	725	35
922	99	15
299	409	46
886	108	-6
478	413	21
772	665	2
25	487	4
135	482	-13
208	179	47
846	990	26
90	91	17
210	447	-2
870	378	39
554	952	47
962	849	41
741	229	-8
163	488	41
976	984	8
67	225	-9
550	873	27
751	519	3
464	27	37
841	161	-9
962	484	18
654	861	18
836	87	13
448	902	7
243	386	-5
896	630	35
393	975	1
721	468	-12
601	687	17
401	612	38
862	489	32
320	964	18
299	892	-12
845	566	42
970	519	6
527	244	20
2	115	11
698	10	16
214	901	-20
398	767	6
887	840	34
773	58	14
308	402	-4
694	3	20
861	623	10
976	973	30
325	121	36
791	487	30
143	149	40
581	558	38
534	750	-14
797	267	41
425	413	38
207	124	46
710	624	7
824	482	6
469	925	17
154	407	-10
130	503	16
501	706	31
732	973	31
797	650	43
649	585	41
874	224	-7
819	84	20
631	216	6
264	272	27
578	985	9
376	30	-19
434	685	25
43	7	10
930	812	13
42	710	49
560	696	-10
806	437	24
271	599	13
294	913	16
854	258	-12
372	730	-20
530	224	30
624	349	43
667	933	-16
658	179	18
53	559	18
240	362	0
751	980	19
50	950	-5
90	522	26
810	332	23
26	329	34
801	119	21
219	125	-12
352	932	37
359	114	-14
694	179	39
886	418	4
180	317	9
931	662	25
695	129	31
313	348	-20
340	177	-15
479	340	-13
859	908	23
720	304	50
251	288	21
761	112	32
325	76	-17
11	817	40
81	754	4
129	698	20
117	807	32
905	887	-10
476	881	-10
475	379	16
343	55	10
282	337	47
396	195	-17
451	811	44
567	57	6
856	372	43
29	565	40
8	763	22
987	430	18
143	484	-19
611	261	10
684	417	7
549	284	-9
775	716	42
977	300	-7
793	29	13
976	666	10
